country,iso,year,deposits,securities,country_id,region,reserves_ara,_merge,share_securities,share_deposits
ANGOLA,AGO,1999,,,2,AFR,,Matched (3),,
ANGOLA,AGO,2000,,,2,AFR,,Matched (3),,
ANGOLA,AGO,2001,,,2,AFR,,Matched (3),,
ANGOLA,AGO,2002,,,2,AFR,,Matched (3),,
ANGOLA,AGO,2003,,,2,AFR,,Matched (3),,
ANGOLA,AGO,2004,,,2,AFR,,Matched (3),,
ANGOLA,AGO,2005,,,2,AFR,,Matched (3),,
ANGOLA,AGO,2006,,,2,AFR,,Matched (3),,
ANGOLA,AGO,2007,,,2,AFR,,Matched (3),,
ANGOLA,AGO,2008,,,2,AFR,,Matched (3),,
ANGOLA,AGO,2009,,,2,AFR,114.00046,Matched (3),,
ANGOLA,AGO,2010,,,2,AFR,138.81708,Matched (3),,
ANGOLA,AGO,2011,,,2,AFR,162.53152,Matched (3),,
ANGOLA,AGO,2012,,,2,AFR,181.20442,Matched (3),,
ANGOLA,AGO,2013,,,2,AFR,160.40482,Matched (3),,
ANGOLA,AGO,2014,,,2,AFR,135.8051,Matched (3),,
ANGOLA,AGO,2015,,,2,AFR,139.13612,Matched (3),,
ANGOLA,AGO,2016,,,2,AFR,134.30588,Matched (3),,
ANGOLA,AGO,2017,,,2,AFR,97.830017,Matched (3),,
ANGOLA,AGO,2018,,,2,AFR,89.768028,Matched (3),,
ANGOLA,AGO,2019,,,2,AFR,100.129,Matched (3),,
ANGOLA,AGO,2020,5948378472.07339,6826875862.7459,2,AFR,131.49545,Matched (3),53.438278,46.561722
ANGOLA,AGO,2021,7323230000,5209000000,2,AFR,125.2904,Matched (3),41.564831,58.435169
ANGOLA,AGO,2022,5900209436.31538,5989945653.91111,2,AFR,75.208923,Matched (3),50.377354,49.622646
ANGOLA,AGO,2023,5574988688.66069,6456287385.10707,2,AFR,85.656715,Matched (3),53.662533,46.337467
ANGOLA,AGO,2024,6523832682.0385,6326418297.90312,2,AFR,83.918434,Matched (3),49.231865,50.768135
ALBANIA,ALB,1999,,,1,EUR,,Matched (3),,
ALBANIA,ALB,2000,,,1,EUR,,Matched (3),,
ALBANIA,ALB,2001,,,1,EUR,,Matched (3),,
ALBANIA,ALB,2002,,,1,EUR,,Matched (3),,
ALBANIA,ALB,2003,,,1,EUR,,Matched (3),,
ALBANIA,ALB,2004,,,1,EUR,,Matched (3),,
ALBANIA,ALB,2005,,,1,EUR,,Matched (3),,
ALBANIA,ALB,2006,,,1,EUR,,Matched (3),,
ALBANIA,ALB,2007,,,1,EUR,180.10016,Matched (3),,
ALBANIA,ALB,2008,,,1,EUR,160.41171,Matched (3),,
ALBANIA,ALB,2009,,,1,EUR,169.6125,Matched (3),,
ALBANIA,ALB,2010,,,1,EUR,171.54491,Matched (3),,
ALBANIA,ALB,2011,,,1,EUR,147.44702,Matched (3),,
ALBANIA,ALB,2012,,,1,EUR,137.33098,Matched (3),,
ALBANIA,ALB,2013,,,1,EUR,132.87761,Matched (3),,
ALBANIA,ALB,2014,260330000,2227930000,1,EUR,131.47014,Matched (3),89.537666,10.462331
ALBANIA,ALB,2015,739880000,2147050000,1,EUR,165.3578,Matched (3),74.371391,25.628609
ALBANIA,ALB,2016,817010000,2044450000,1,EUR,160.38416,Matched (3),71.447792,28.552208
ALBANIA,ALB,2017,1457110000,1863400000,1,EUR,155.63159,Matched (3),56.117886,43.882114
ALBANIA,ALB,2018,1764330000,1911890000,1,EUR,180.97418,Matched (3),52.006954,47.993046
ALBANIA,ALB,2019,1401100000,2101230000,1,EUR,172.76727,Matched (3),59.995205,40.004795
ALBANIA,ALB,2020,1977600000,2389390000,1,EUR,203.6749,Matched (3),54.714802,45.285198
ALBANIA,ALB,2021,2571160000,2512260000,1,EUR,213.93201,Matched (3),49.420666,50.579334
ALBANIA,ALB,2022,834490000,3957570000,1,EUR,196.76495,Matched (3),82.585983,17.414015
ALBANIA,ALB,2023,1364070000,4581980000,1,EUR,212.37173,Matched (3),77.059227,22.940775
ALBANIA,ALB,2024,,,1,EUR,224.82748,Matched (3),,
Argentina,ARG,1999,,,3,WHD,49.609211,Matched (3),,
Argentina,ARG,2000,,1006000000,3,WHD,46.424774,Matched (3),,
Argentina,ARG,2001,,3665960000,3,WHD,44.06625,Matched (3),,
Argentina,ARG,2002,,2800350000,3,WHD,39.825901,Matched (3),,
Argentina,ARG,2003,,2684120000,3,WHD,,Matched (3),,
Argentina,ARG,2004,,2359860000,3,WHD,,Matched (3),,
Argentina,ARG,2005,15786930909.8169,6860810989.71796,3,WHD,97.20578,Matched (3),30.293577,69.706421
Argentina,ARG,2006,15178120000,15140920000,3,WHD,81.633926,Matched (3),49.938652,50.061348
Argentina,ARG,2007,24519415796.0503,19501829520.7268,3,WHD,103.36922,Matched (3),44.300949,55.699051
Argentina,ARG,2008,34416988654.6276,9760756833.33247,3,WHD,,Matched (3),22.094284,77.905716
Argentina,ARG,2009,40643459600,2173940000,3,WHD,134.61116,Matched (3),5.0772352,94.922768
Argentina,ARG,2010,44831873662.073,1486009638.89532,3,WHD,113.39207,Matched (3),3.2082849,96.791718
Argentina,ARG,2011,39046919712.6162,877835507.2132361,3,WHD,90.947899,Matched (3),2.1987247,97.801277
Argentina,ARG,2012,35685207702.5915,931857283.836658,3,WHD,83.779594,Matched (3),2.5448716,97.455132
Argentina,ARG,2013,23923376152.4087,907913529.2942621,3,WHD,59.726074,Matched (3),3.6563284,96.343674
Argentina,ARG,2014,25072930391.4255,865433025.80449,3,WHD,60.61792,Matched (3),3.3364983,96.663506
Argentina,ARG,2015,20421419180.3383,-.0399846212995002,3,WHD,62.999657,Matched (3),-1.9579746e-10,100
Argentina,ARG,2016,29528364473.1359,3889568298.24229,3,WHD,89.970139,Matched (3),11.639165,88.360832
Argentina,ARG,2017,39614391767.6865,10278031690.7234,3,WHD,94.531197,Matched (3),20.600386,79.399612
Argentina,ARG,2018,50733565350.51109,6822251432.19663,3,WHD,112.24182,Matched (3),11.853279,88.146721
Argentina,ARG,2019,36467019931.6155,1217946800.74914,3,WHD,66.263885,Matched (3),3.2319169,96.768082
Argentina,ARG,2020,32093623917.089,1759960957.15883,3,WHD,61.870773,Matched (3),5.1987433,94.801254
Argentina,ARG,2021,33357240308.1938,1933965253.30414,3,WHD,58.238865,Matched (3),5.4800205,94.519981
Argentina,ARG,2022,32346235824.6391,2924659395.14408,3,WHD,64.156479,Matched (3),8.2919912,91.708008
Argentina,ARG,2023,18517912659.3063,238955402.80101,3,WHD,37.29715,Matched (3),1.2739621,98.726036
Argentina,ARG,2024,21006778520.745,3296492180.80101,3,WHD,42.580414,Matched (3),13.563986,86.436012
ARMENIA,ARM,1999,,,4,MCD,133.28094,Matched (3),,
ARMENIA,ARM,2000,,,4,MCD,125.09339,Matched (3),,
ARMENIA,ARM,2001,,,4,MCD,124.71275,Matched (3),,
ARMENIA,ARM,2002,,,4,MCD,140.81792,Matched (3),,
ARMENIA,ARM,2003,401017557.805919,98241731.9482332,4,MCD,152.00749,Matched (3),19.677498,80.322502
ARMENIA,ARM,2004,384699702.274617,152503615.389634,4,MCD,161.61996,Matched (3),28.388435,71.611565
ARMENIA,ARM,2005,365731922.557809,297685253.405357,4,MCD,205.95892,Matched (3),44.871502,55.128498
ARMENIA,ARM,2006,892798865.7075651,165062408.767538,4,MCD,249.56746,Matched (3),15.603408,84.396591
ARMENIA,ARM,2007,600109388.214779,1045461869.96417,4,MCD,280.17642,Matched (3),63.531849,36.468151
ARMENIA,ARM,2008,295282107.993349,1105946624.85834,4,MCD,204.68634,Matched (3),78.926918,21.073084
ARMENIA,ARM,2009,597258470.733811,1281829052.86697,4,MCD,221.73099,Matched (3),68.215508,31.784494
ARMENIA,ARM,2010,449637381.436,1375863875.39511,4,MCD,168.9962,Matched (3),75.369102,24.630899
ARMENIA,ARM,2011,643664509.6241289,1248693702.7983,4,MCD,148.77592,Matched (3),65.986115,34.013882
ARMENIA,ARM,2012,630795057.925318,1136845071.45052,4,MCD,122.2879,Matched (3),64.314285,35.685719
ARMENIA,ARM,2013,746882649.858742,1503777478.06528,4,MCD,95.881828,Matched (3),66.814949,33.185047
ARMENIA,ARM,2014,492493019.587553,945455820.257069,4,MCD,66.306175,Matched (3),65.750313,34.249691
ARMENIA,ARM,2015,572525464.630077,1195989458.97426,4,MCD,110.50838,Matched (3),67.62677,32.373234
ARMENIA,ARM,2016,910455567.808199,1283645809.36459,4,MCD,123.75553,Matched (3),58.504398,41.495602
ARMENIA,ARM,2017,749409481.8578811,1527488697.72898,4,MCD,120.14249,Matched (3),67.086388,32.913612
ARMENIA,ARM,2018,787621440.5238241,1455989224.15442,4,MCD,75.801323,Matched (3),64.894913,35.105087
ARMENIA,ARM,2019,1231299234.335,1612170818.60475,4,MCD,83.356384,Matched (3),56.697304,43.302696
ARMENIA,ARM,2020,826115177.75809,1780500711.39631,4,MCD,115.33652,Matched (3),68.306984,31.693016
ARMENIA,ARM,2021,1651647685.57129,1530066345.82934,4,MCD,126.35094,Matched (3),48.089375,51.910625
ARMENIA,ARM,2022,2387046239.9474,1720920949.58517,4,MCD,83.852074,Matched (3),41.892277,58.107723
ARMENIA,ARM,2023,1730128000,1877218000,4,MCD,65.981583,Matched (3),52.038757,47.961243
ARMENIA,ARM,2024,1792840000,1888840000,4,MCD,57.687992,Matched (3),51.303753,48.696247
AUSTRALIA,AUS,1999,,,5,,,Master only (1),,
AUSTRALIA,AUS,2000,5385434000,11378606000,5,,,Master only (1),67.875084,32.124916
AUSTRALIA,AUS,2001,3660491400.00001,12761425800,5,,,Master only (1),77.709717,22.290281
AUSTRALIA,AUS,2002,5360215399.99999,13313060600,5,,,Master only (1),71.294724,28.705276
AUSTRALIA,AUS,2003,11825250000,18157500000.0001,5,,,Master only (1),60.559822,39.440178
AUSTRALIA,AUS,2004,15844860000,18045535000,5,,,Master only (1),53.246754,46.753246
AUSTRALIA,AUS,2005,23656689099.9999,17035780300,5,,,Master only (1),41.8647,58.1353
AUSTRALIA,AUS,2006,31393244900,21121379600,5,,,Master only (1),40.219994,59.780006
AUSTRALIA,AUS,2007,6544116800.00002,17359585600,5,,,Master only (1),72.623001,27.377001
AUSTRALIA,AUS,2008,7683844800.00002,21025094400,5,,,Master only (1),73.235359,26.764643
AUSTRALIA,AUS,2009,10903784655.2583,21736429148.4062,5,,,Master only (1),66.594017,33.405983
AUSTRALIA,AUS,2010,6602898776.11306,25793666458.8938,5,,,Master only (1),79.618523,20.381477
AUSTRALIA,AUS,2011,12588901036.6909,22996105910.0547,5,,,Master only (1),64.623016,35.37698
AUSTRALIA,AUS,2012,6712414617.77188,30759335197.9582,5,,,Master only (1),82.086731,17.913267
AUSTRALIA,AUS,2013,5840607319.48325,36264935885.8952,5,,,Master only (1),86.128647,13.87135
AUSTRALIA,AUS,2014,4983271894.87199,39248088368.4535,5,,,Master only (1),88.73362,11.266377
AUSTRALIA,AUS,2015,1827230600.00001,35359578800.0001,5,,,Master only (1),95.086349,4.9136524
AUSTRALIA,AUS,2016,15568977600,29773245600,5,,,Master only (1),65.663399,34.336601
AUSTRALIA,AUS,2017,31707000000.0001,26090220000,5,,,Master only (1),45.140961,54.859039
AUSTRALIA,AUS,2018,24143300600,21263636600,5,,,Master only (1),46.829048,53.170952
AUSTRALIA,AUS,2019,25839529200,23848424000,5,,,Master only (1),47.996391,52.003609
AUSTRALIA,AUS,2020,15672799800,16455323000.0001,5,,,Master only (1),51.217815,48.782185
AUSTRALIA,AUS,2021,11955711200,25470011200,5,,,Master only (1),68.054825,31.945171
AUSTRALIA,AUS,2022,10243800000,28236167500,5,,,Master only (1),73.378876,26.621124
AUSTRALIA,AUS,2023,12166308000,28730735999.9999,5,,,Master only (1),70.251373,29.748625
AUSTRALIA,AUS,2024,,,5,,,Master only (1),,
AUSTRIA,AUT,1999,4672394600,9343784600,6,,,Master only (1),66.664276,33.335724
AUSTRIA,AUT,2000,3677336000,9814914000,6,,,Master only (1),72.744827,27.255173
AUSTRIA,AUT,2001,3143597099.99999,8300083399.99998,6,,,Master only (1),72.529839,27.470158
AUSTRIA,AUT,2002,2501149500,6038414600,6,,,Master only (1),70.711037,29.28896
AUSTRIA,AUT,2003,1635585000,5507943000,6,,,Master only (1),77.103958,22.89604
AUSTRIA,AUT,2004,1247683600,5515142900,6,,,Master only (1),81.550858,18.449144
AUSTRIA,AUT,2005,1531250600,4767167700,6,,,Master only (1),75.688332,24.311668
AUSTRIA,AUT,2006,2383770000,4184109000,6,,,Master only (1),63.705635,36.294365
AUSTRIA,AUT,2007,3550705200,6706887600,6,,,Master only (1),65.384613,34.615383
AUSTRIA,AUT,2008,1713182700,6528464700,6,,,Master only (1),79.213104,20.786896
AUSTRIA,AUT,2009,544546800,4235364000,6,,,Master only (1),88.607597,11.392406
AUSTRIA,AUT,2010,1496544000,4774242600,6,,,Master only (1),76.134666,23.865332
AUSTRIA,AUT,2011,2071533900,4999629600,6,,,Master only (1),70.704483,29.295517
AUSTRIA,AUT,2012,1093782600,6858241200,6,,,Master only (1),86.245232,13.75477
AUSTRIA,AUT,2013,870212100,7215451200,6,,,Master only (1),89.237595,10.762408
AUSTRIA,AUT,2014,1294230600,9360711000,6,,,Master only (1),87.853233,12.146764
AUSTRIA,AUT,2015,961322100,8679116400,6,,,Master only (1),90.028236,9.9717674
AUSTRIA,AUT,2016,394233400,9316135800,6,,,Master only (1),95.940079,4.0599217
AUSTRIA,AUT,2017,688398200,6130821600,6,,,Master only (1),89.905029,10.09497
AUSTRIA,AUT,2018,667535000,7760810000,6,,,Master only (1),92.07988,7.9201198
AUSTRIA,AUT,2019,439249400,7242559800,6,,,Master only (1),94.281952,5.7180462
AUSTRIA,AUT,2020,530107200.0000001,9122261400,6,,,Master only (1),94.508011,5.491991
AUSTRIA,AUT,2021,156298800,8348394600,6,,,Master only (1),98.162209,1.8377947
AUSTRIA,AUT,2022,72528800,7843776400,6,,,Master only (1),99.083801,.91619509
AUSTRIA,AUT,2023,78455000,3401190000,6,,,Master only (1),97.745316,2.254684
AUSTRIA,AUT,2024,50906100,3158256000,6,,,Master only (1),98.413727,1.5862739
BELGIUM,BEL,1999,,,8,,,Master only (1),,
BELGIUM,BEL,2000,1959633000,6028709500,8,,,Master only (1),75.468842,24.531158
BELGIUM,BEL,2001,2919746899.99999,5823630399.99998,8,,,Master only (1),66.606186,33.39381
BELGIUM,BEL,2002,2126763600,6781942900,8,,,Master only (1),76.127136,23.872866
BELGIUM,BEL,2003,2224143000,5427111000,8,,,Master only (1),70.931,29.069
BELGIUM,BEL,2004,2432710600,5159634800,8,,,Master only (1),67.958382,32.041622
BELGIUM,BEL,2005,1506476900,5364095900,8,,,Master only (1),78.073486,21.926512
BELGIUM,BEL,2006,2141442000,5414187000,8,,,Master only (1),71.657661,28.342339
BELGIUM,BEL,2007,3334306500,5879567400,8,,,Master only (1),63.812111,36.187889
BELGIUM,BEL,2008,900429900,6824896800,8,,,Master only (1),88.344444,11.655558
BELGIUM,BEL,2009,1211544600,6641166000,8,,,Master only (1),84.57164,15.428362
BELGIUM,BEL,2010,924650400,7001688000,8,,,Master only (1),88.334457,11.665543
BELGIUM,BEL,2011,653419500,7439925000,8,,,Master only (1),91.92646,8.0735416
BELGIUM,BEL,2012,679491000,7664394600,8,,,Master only (1),91.856422,8.1435804
BELGIUM,BEL,2013,507508800,7757437500,8,,,Master only (1),93.859505,6.1404972
BELGIUM,BEL,2014,370300500,7633046700,8,,,Master only (1),95.373177,4.6268206
BELGIUM,BEL,2015,667373100,7817954700,8,,,Master only (1),92.134979,7.8650246
BELGIUM,BEL,2016,1593799200,6820027000,8,,,Master only (1),81.057381,18.942621
BELGIUM,BEL,2017,1254467800,8260778399.999999,8,,,Master only (1),86.816231,13.183766
BELGIUM,BEL,2018,1134695000,9039775000,8,,,Master only (1),88.847626,11.152374
BELGIUM,BEL,2019,1464913600,8956868200,8,,,Master only (1),85.943733,14.056268
BELGIUM,BEL,2020,1245506500,9641324700,8,,,Master only (1),88.559509,11.440487
BELGIUM,BEL,2021,1412352200,9846824400,8,,,Master only (1),87.455994,12.544009
BELGIUM,BEL,2022,1241522400,9653796600,8,,,Master only (1),88.604996,11.395007
BELGIUM,BEL,2023,402220000,7778095000,8,,,Master only (1),95.083076,4.9169254
BELGIUM,BEL,2024,394782000,4852701900,8,,,Master only (1),92.476738,7.5232625
BULGARIA,BGR,1999,,,12,EUR,0,Matched (3),,
BULGARIA,BGR,2000,,,12,EUR,150.87073,Matched (3),,
BULGARIA,BGR,2001,,,12,EUR,166.69841,Matched (3),,
BULGARIA,BGR,2002,,,12,EUR,156.46819,Matched (3),,
BULGARIA,BGR,2003,858644721.678264,5192790245.57349,12,EUR,133.51122,Matched (3),85.81089,14.189109
BULGARIA,BGR,2004,1978802591.68741,6603897573.45986,12,EUR,136.05449,Matched (3),76.94429,23.055712
BULGARIA,BGR,2005,2050039609.27074,5841594432.13367,12,EUR,144.13693,Matched (3),74.022621,25.977379
BULGARIA,BGR,2006,2845806955.659,7944504549.822,12,EUR,124.48553,Matched (3),73.626274,26.373724
BULGARIA,BGR,2007,2640409976.58284,13816149581.3542,12,EUR,128.05698,Matched (3),83.955276,16.044727
BULGARIA,BGR,2008,1882822101.61415,14658874018.4475,12,EUR,118.44897,Matched (3),88.617722,11.382279
BULGARIA,BGR,2009,2093742022.97745,14099478344.5392,12,EUR,118.26207,Matched (3),87.070259,12.929745
BULGARIA,BGR,2010,2937858928.33221,11578666296.0482,12,EUR,116.53379,Matched (3),79.761971,20.238031
BULGARIA,BGR,2011,3509292342.02359,10752302185.9262,12,EUR,114.33588,Matched (3),75.39341,24.606592
BULGARIA,BGR,2012,5385134375.175751,12008657564.7168,12,EUR,127.49519,Matched (3),69.039909,30.960094
BULGARIA,BGR,2013,3513174803.53609,13837273672.8141,12,EUR,117.77941,Matched (3),79.751678,20.248323
BULGARIA,BGR,2014,3173539070.82927,14439204896.489,12,EUR,125.04685,Matched (3),81.981575,18.018425
BULGARIA,BGR,2015,5211726461.45115,14605320495.7486,12,EUR,157.84132,Matched (3),73.70079,26.299208
BULGARIA,BGR,2016,7145216850,15591193100,12,EUR,174.03169,Matched (3),68.573677,31.426319
BULGARIA,BGR,2017,11972851760,13707159490,12,EUR,168.63597,Matched (3),53.376766,46.623234
BULGARIA,BGR,2018,10761511500,15293078000,12,EUR,170.22479,Matched (3),58.696293,41.303707
BULGARIA,BGR,2019,7508917940,17425731440,12,EUR,162.05351,Matched (3),69.885605,30.114391
BULGARIA,BGR,2020,20173155870,14179140500,12,EUR,207.48845,Matched (3),41.275669,58.724331
BULGARIA,BGR,2021,23585602180,10999358160,12,EUR,194.98991,Matched (3),31.803877,68.196121
BULGARIA,BGR,2022,30059881140,6434584480,12,EUR,185.55122,Matched (3),17.631672,82.368324
BULGARIA,BGR,2023,18996497000,22486860500,12,EUR,195.56062,Matched (3),54.206944,45.793056
BULGARIA,BGR,2024,20279951340,17913337140,12,EUR,210.92287,Matched (3),46.901794,53.098206
BELARUS,BLR,1999,,,7,EUR,31.460548,Matched (3),,
BELARUS,BLR,2000,,,7,EUR,37.00037,Matched (3),,
BELARUS,BLR,2001,,,7,EUR,20.414354,Matched (3),,
BELARUS,BLR,2002,,,7,EUR,23.151432,Matched (3),,
BELARUS,BLR,2003,,,7,EUR,20.551031,Matched (3),,
BELARUS,BLR,2004,690400000,,7,EUR,23.852737,Matched (3),,
BELARUS,BLR,2005,1105600000,,7,EUR,35.353851,Matched (3),,
BELARUS,BLR,2006,1067200000,,7,EUR,28.952333,Matched (3),,
BELARUS,BLR,2007,3866200000,,7,EUR,59.184132,Matched (3),,
BELARUS,BLR,2008,2574500000,31100000,7,EUR,34.847343,Matched (3),1.193583,98.806419
BELARUS,BLR,2009,2519900000,,7,EUR,62.301445,Matched (3),,
BELARUS,BLR,2010,1907700000,,7,EUR,43.763802,Matched (3),,
BELARUS,BLR,2011,4488696000,,7,EUR,55.715061,Matched (3),,
BELARUS,BLR,2012,3240194000,,7,EUR,53.7439,Matched (3),,
BELARUS,BLR,2013,3738176000,,7,EUR,41.286091,Matched (3),,
BELARUS,BLR,2014,2581900000,300900000,7,EUR,32.225224,Matched (3),10.437769,89.562233
BELARUS,BLR,2015,1651207000,302448000,7,EUR,30.090284,Matched (3),15.481136,84.51886
BELARUS,BLR,2016,2086388000,333735000,7,EUR,36.987247,Matched (3),13.790002,86.209999
BELARUS,BLR,2017,4059047000,223134000,7,EUR,50.33115,Matched (3),5.2107558,94.789246
BELARUS,BLR,2018,3949484000,254039000,7,EUR,67.836533,Matched (3),6.0434785,93.95652
BELARUS,BLR,2019,5321923160,234686000,7,EUR,85.398338,Matched (3),4.223547,95.776451
BELARUS,BLR,2020,2173002000,787882000,7,EUR,69.152412,Matched (3),26.609688,73.390312
BELARUS,BLR,2021,3171266000,674374000,7,EUR,73.820381,Matched (3),17.536066,82.463936
BELARUS,BLR,2022,2400789000,1013904000,7,EUR,71.397713,Matched (3),29.69239,70.30761
BELARUS,BLR,2023,2184010098.76879,973353853.6459481,7,EUR,75.894768,Matched (3),30.828054,69.171944
BELARUS,BLR,2024,1340114264.36177,1712310759.26299,7,EUR,72.733192,Matched (3),56.096733,43.903267
BOLIVIA,BOL,1999,,,9,WHD,70.829597,Matched (3),,
BOLIVIA,BOL,2000,,,9,WHD,,Matched (3),,
BOLIVIA,BOL,2001,,,9,WHD,,Matched (3),,
BOLIVIA,BOL,2002,,,9,WHD,,Matched (3),,
BOLIVIA,BOL,2003,,,9,WHD,55.672043,Matched (3),,
BOLIVIA,BOL,2004,,,9,WHD,63.231247,Matched (3),,
BOLIVIA,BOL,2005,,,9,WHD,82.997879,Matched (3),,
BOLIVIA,BOL,2006,,,9,WHD,155.88638,Matched (3),,
BOLIVIA,BOL,2007,,,9,WHD,254.27248,Matched (3),,
BOLIVIA,BOL,2008,,,9,WHD,307.96127,Matched (3),,
BOLIVIA,BOL,2009,,,9,WHD,334.46024,Matched (3),,
BOLIVIA,BOL,2010,,,9,WHD,338.03558,Matched (3),,
BOLIVIA,BOL,2011,,,9,WHD,339.13791,Matched (3),,
BOLIVIA,BOL,2012,,,9,WHD,333.90881,Matched (3),,
BOLIVIA,BOL,2013,,,9,WHD,302.34723,Matched (3),,
BOLIVIA,BOL,2014,,,9,WHD,270.03897,Matched (3),,
BOLIVIA,BOL,2015,1162071021,10195415223.27,9,WHD,231.84981,Matched (3),89.768234,10.231763
BOLIVIA,BOL,2016,1162075362.1,7089281368.06,9,WHD,170.77881,Matched (3),85.916557,14.083446
BOLIVIA,BOL,2017,1394713517,6804606806.57,9,WHD,156.81265,Matched (3),82.989891,17.010111
BOLIVIA,BOL,2018,681713851,6227745227.67,9,WHD,132.48361,Matched (3),90.133614,9.8663855
BOLIVIA,BOL,2019,507035923,3599634336.14,9,WHD,91.768417,Matched (3),87.653358,12.346643
BOLIVIA,BOL,2020,845383471,1540734938.96,9,WHD,69.008911,Matched (3),64.570763,35.429234
BOLIVIA,BOL,2021,,,9,WHD,58.855686,Matched (3),,
BOLIVIA,BOL,2022,,,9,WHD,45.504692,Matched (3),,
BOLIVIA,BOL,2023,,,9,WHD,21.089006,Matched (3),,
BOLIVIA,BOL,2024,,,9,WHD,20.711706,Matched (3),,
BRAZIL,BRA,1999,,,11,WHD,,Matched (3),,
BRAZIL,BRA,2000,17970100000,14393600000,11,WHD,,Matched (3),44.474518,55.525482
BRAZIL,BRA,2001,15535759334.8469,19986171662.5335,11,WHD,57.356251,Matched (3),56.264317,43.735683
BRAZIL,BRA,2002,12838224357.2858,24322973607.4237,11,WHD,64.820862,Matched (3),65.452606,34.54739
BRAZIL,BRA,2003,21497958692.5129,25186295327.6605,11,WHD,72.11998,Matched (3),53.950302,46.049698
BRAZIL,BRA,2004,21221487465.4249,31189484888.188,11,WHD,71.322578,Matched (3),59.509457,40.490543
BRAZIL,BRA,2005,12044567548.6436,41099969317.4249,11,WHD,64.256981,Matched (3),77.336205,22.663792
BRAZIL,BRA,2006,13420313841.9312,71042700384.61191,11,WHD,81.47995,Matched (3),84.111015,15.888983
BRAZIL,BRA,2007,7469711452.98647,156056532470.966,11,WHD,117.37375,Matched (3),95.432106,4.5678978
BRAZIL,BRA,2008,2183403101.17426,188745968620.43,11,WHD,160.52084,Matched (3),98.856438,1.1435659
BRAZIL,BRA,2009,8711467402.926769,219932671540.991,11,WHD,133.2592,Matched (3),96.189941,3.810055
BRAZIL,BRA,2010,32629417197.0854,243518580503.043,11,WHD,129.37378,Matched (3),88.184082,11.815917
BRAZIL,BRA,2011,15513124112.0988,327666560166.092,11,WHD,156.15771,Matched (3),95.479591,4.5204086
BRAZIL,BRA,2012,17061266168.4229,345002881658.0031,11,WHD,158.88089,Matched (3),95.287781,4.7122221
BRAZIL,BRA,2013,17621414939.8116,331407116711.335,11,WHD,159.42479,Matched (3),94.951294,5.0487032
BRAZIL,BRA,2014,18647230000,336157700000,11,WHD,155.41096,Matched (3),94.74437,5.2556286
BRAZIL,BRA,2015,25287864547.9257,323555872071.648,11,WHD,192.21773,Matched (3),92.750946,7.249052
BRAZIL,BRA,2016,28984948578.4461,324866544334.904,11,WHD,165.63689,Matched (3),91.808723,8.1912746
BRAZIL,BRA,2017,34266499981.6263,324579281962.927,11,WHD,160.26711,Matched (3),90.450912,9.5490885
BRAZIL,BRA,2018,10828206984.5577,350531443021.956,11,WHD,166.03807,Matched (3),97.003479,2.9965179
BRAZIL,BRA,2019,7476288558.504749,331868889627.953,11,WHD,146.95645,Matched (3),97.796852,2.2031515
BRAZIL,BRA,2020,18537396211.3461,313462958507.004,11,WHD,163.7851,Matched (3),94.416451,5.5835471
BRAZIL,BRA,2021,14964965326.4474,294405436966.7,11,WHD,167.01242,Matched (3),95.162766,4.8372326
BRAZIL,BRA,2022,7988467660.87419,263904805744.522,11,WHD,136.92377,Matched (3),97.061913,2.9380894
BRAZIL,BRA,2023,16688928214.4515,300303511525.251,11,WHD,127.37769,Matched (3),94.735229,5.2647715
BRAZIL,BRA,2024,18730700275.3045,263986147046.109,11,WHD,127.23617,Matched (3),93.374748,6.6252508
BOTSWA,BWA,1999,,,10,,,Master only (1),,
BOTSWA,BWA,2000,,,10,,,Master only (1),,
BOTSWA,BWA,2001,,,10,,,Master only (1),,
BOTSWA,BWA,2002,,,10,,,Master only (1),,
BOTSWA,BWA,2003,,,10,,,Master only (1),,
BOTSWA,BWA,2004,,,10,,,Master only (1),,
BOTSWA,BWA,2005,,,10,,,Master only (1),,
BOTSWA,BWA,2006,,,10,,,Master only (1),,
BOTSWA,BWA,2007,,,10,,,Master only (1),,
BOTSWA,BWA,2008,,,10,,,Master only (1),,
BOTSWA,BWA,2009,,,10,,,Master only (1),,
BOTSWA,BWA,2010,,,10,,,Master only (1),,
BOTSWA,BWA,2011,,,10,,,Master only (1),,
BOTSWA,BWA,2012,,,10,,,Master only (1),,
BOTSWA,BWA,2013,,,10,,,Master only (1),,
BOTSWA,BWA,2014,,,10,,,Master only (1),,
BOTSWA,BWA,2015,,,10,,,Master only (1),,
BOTSWA,BWA,2016,,,10,,,Master only (1),,
BOTSWA,BWA,2017,,,10,,,Master only (1),,
BOTSWA,BWA,2018,,,10,,,Master only (1),,
BOTSWA,BWA,2019,,,10,,,Master only (1),,
BOTSWA,BWA,2020,,,10,,,Master only (1),,
BOTSWA,BWA,2021,,,10,,,Master only (1),,
BOTSWA,BWA,2022,613356014.813,3256905896.4865,10,,,Master only (1),84.152077,15.84792
BOTSWA,BWA,2023,511026845.0283,3831383307.942,10,,,Master only (1),88.23172,11.768277
BOTSWA,BWA,2024,,,10,,,Master only (1),,
Canada,CAN,1999,,,13,,,Master only (1),,
